End of Inspection,Plant,Region,Supplier,,Inspection Lot No.,Quantity (USG),"010A COLOR, SAYBOLT","010B COLOR,",100C TOTAL ACID NUMBER MG KOH/G,110A AROMATICS % VOL,130 MERCAPTAN SULFUR,140 DOCTOR TEST,150A SULFUR - OXYGEN BOMB %(M),150B TOTAL SULFUR %(M),150D SULFUR - X-RAY %(M),150E TOTAL SULFUR %(M),150F SULFUR - X-RAY FLUORESCENCE %(M),"150G SULFUR, TOTAL  %(M)","150IPA SULFUR, TOTAL",160A HYDROGEN CONTENT %(M),160B HYDROGEN CONTENT %(M),160E HYDROGEN CONTENT,020 APPEARANCE,200A TEST METHOD D86,200B TEST METHOD D2887,201 DIST TEMP:  INITIAL BOILING POINT,202 DIST TEMP:  10% EVAPORATED,203 DIST TEMP:  20% EVAPORATED,204 DIST TEMP:  50% EVAPORATED,206 DIST TEMP: 90% EVAPORATED,021 APPEARANCE,211 DIST TEMP: FINAL BOILING POINT,213 DIST TEMP: RESIDUE,214 DIST TEMP: LOSS,220A FLASH POINT,220B FLASH POINT,220C FLASH POINT,220IPA FLASH POINT,230A DENSITY @ 15蚓 KG/L,230B SPECIFIC GRAVITY @ 60/60蚌  KG/L,231B API GRAVITY - DIGITAL (API),300A FREEZING POINT,300C FREEZING POINT,300E FREEZING POINT,300F FREEZING POINT,310 VISCOSITY @ -54蚓 (MM2/S),231A API GRAVITY,400C NET HEAT OF COMBUSTION MJ/KG,400D NET HEAT OF COMBUSTION MJ/KG,400E NET HEAT OF COMBUSTION MJ/KG,420 SMOKE POINT MM,500 COPPER STRIP CORROSION (2 H @ 100蚓),600A THERMAL STABILITY @ 275C,600B THERMAL STABILITY @ 260C,601 CHANGE IN PRESSURE,"602 TUBE DEPOSIT RATING, VISUAL",602A ELLIPSOMETRIC TUBE RATING,710 EXISTENT GUM,710IPA EXISTENT GUM,720A PARTICULATE MATTER,720B PARTICULATE MATTER,723 PARTICULATE COUNTING  >= 4 然,723A PARTICULATE COUNTING  ISO >= 4 然,724 PARTICULATE COUNTING= 6 然,724A PARTICULATE COUNTING ISO = 6 然,726 PARTICULATE COUNTING  >= 14 然,726A PARTICULATE COUNTING  ISO>= 14 然,727 PARTICULATE COUNTING  >= 21 然,727A PARTICULATE COUNTING  ISO>= 21 然,728 PARTICULATE COUNTING  >= 25 然,728A PARTICULATE COUNTING  ISO>= 25 然,729 PARTICULATE COUNTING  >= 30 然,729A PARTICULATE COUNTING  ISO>= 30 然,730 FILTRATION TIME,750 WSIM,750A MICROSEPAROMETER RATING,750B MICROSEPAROMETER RATING,800 ANTI-OXIDANT,802 ANTIOXIDANT CONCENTRATION,801 ANTIOXIDANT ADDITIVE INJECTION POINT,821 SDA INJECTION POINT,830A FSII,831FSII INJECTION POINT,840 CORROSION INHIBITOR,841 CI INJECTION POINT,842 CORROSION INHIBITOR CONCENTRATION,910A CALCULATED CETANE INDEX,910B CALCULATED CETANE INDEX,BATCH NUMBER,CRUDE PROCESS TECH,PRODUCT,REPORT DATE,SAMPLE NUMBER,SHIPMENT NUMBER,TANK NUMBER,120 NAPHTHALENE,725IPA PARTICULATE COUNTING,725IPB PARTICULATE COUNTING,725IPC PARTICULATE COUNTING,740 WATER REACTION INTERFACE RATING,812 METAL DEACTIVATOR CONCENTRATION,811 METAL DEACTIVATOR INJECTION POINT,820 STATIC DISSIPATER,900 ELECTRICAL CONDUCTIVITY,990A FAME CONTENT,990B FAME CONTENT
3/25/2014,EOWN,"OA Wynnewood, OK",Not assigned,#,50000005512,"45,034",20,,0.004,13.2,,NEGATIVE,,,,,0.04,,,13.9,,,PASS,,,144,168,174,187,217,,238,1.5,0.7,,42,,,0.7959,,,,,-63,,3.41,46.2,,,43.3,26,1A,,,0,1,,0.4,,,0.581,,,,,,,,,,,,,7,,98,,,,,,0.12,,10.3,,,40.7,,14-75-8,,JP8,3/18/2014,,DLA0318,501,,,,,1B,,,,,,
3/25/2014,EOWN,"OA Wynnewood, OK",Not assigned,#,50000005513,"150,140",20,,0.004,13.2,,NEGATIVE,,,,,0.04,,,13.9,,,PASS,,,144,168,174,187,217,,238,1.5,0.7,,42,,,0.7959,,,,,-63,,3.41,46.2,43.3,,,26,1A,600A  275C,,0,1,,0.4,,,0.581,,,,,,,,,,,,,7,,98,,,,,,0.12,,10.3,,,40.7,,14-75-8,,JP8,3/19/2014,30,DLA0319,501,,,,,1B,,,,,,
3/25/2014,EOWN,"OA Wynnewood, OK",Not assigned,#,50000005514,"44,751",20,,0.004,13.2,,NEGATIVE,,,,,0.04,,,13.9,,,PASS,,,144,168,174,187,217,,238,1.5,0.7,,42,,,0.7959,,,,,-63,,3.41,46.2,,,43.3,26,1A,,,0,1,,0.4,,,0.581,,,,,,,,,,,,,7,,98,,,,,,0.12,,10.3,,,40.7,,14-75-8,,JP8,3/19/2014,30,DLA0319,501,,,,,1B,,,,,,
3/25/2014,EOWN,"OA Wynnewood, OK",Not assigned,#,50000005516,"45,067",20,,0.004,13.2,,NEGATIVE,,,,,0.04,,,13.9,,,PASS,,,144,168,174,187,217,,238,1.5,0.7,,42,,,0.7959,,,,,-63,,3.41,46.2,,,43.3,26,1A,,,0,1,,0.4,,,0.581,,,,,,,,,,,,,7,,98,,,,,,0.12,,10.3,,,40.7,,14-75-8,,JP8,3/20/2014,,DLA0320,501,,,,,1B,,,,,,
3/25/2014,EOWN,"OA Wynnewood, OK",Not assigned,#,50000005534,"45,064",20,,0.004,13.2,,NEGATIVE,,,,,0.04,,,,,13.9,PASS,,,151,168,173,187,215,,242,1.2,0.4,,40,,,0.7959,,,,,-62,,3.39,46.2,43.3,,,26,1A,,,0,1,,1.8,,,0.343,,,,,,,,,,,,,6,,,89,,,,,0.121,,10.4,,,40.3,,14-74-8,,JP8,3/8/2014,,DLA0314,1441,,,,,1B,,,,,,
3/25/2014,EOWN,"OA Wynnewood, OK",Not assigned,#,50000005535,"7,533",20,,0.004,13.2,,NEGATIVE,,,,,0.04,,,13.9,,,PASS,,,151,168,173,187,215,,242,1.2,0.4,,40,,,0.7959,,,,,-62,,3.39,46.2,43.3,,,26,1A,600A  275C,,0,1,,0.8,,,0.343,,,,,,,,,,,,,6,,89,,,,,,0.121,,10.4,,,40.3,,14-74-8,,JP8,3/17/2014,,DLA0317,1441,,,,,1B,,,,,,
3/25/2014,EOWN,"OA Wynnewood, OK",Not assigned,#,50000005536,"150,582",20,,0.004,13.2,,NEGATIVE,,,,,0.04,,,13.9,,,PASS,,,151,168,173,187,215,,242,1.2,0.4,,40,,,0.7959,,,,,-62,,3.39,46.2,43.3,,,26,1A,600A  275C,,0,1,,0.8,,,0.343,,,,,,,,,,,,,6,,89,,,,,,0.121,,10.4,,,40.3,,14-74-8,,JP8,3/17/2014,,DLA0317,1441,,,,,1B,,,,,,
3/25/2014,EOWN,"OA Wynnewood, OK",Not assigned,#,50000005537,"45,177",20,,0.004,13.2,,NEGATIVE,,,,,0.04,,,13.9,,,PASS,,,151,168,173,187,215,,242,1.2,0.4,,40,,,0.7959,,,,,-62,,3.39,46.2,,,43.3,26,1A,,,0,1,,0.8,,,0.343,,,,,,,,,,,,,6,,89,,,,,,0.121,,10.4,,,40.3,,14-74-8,,JP8,3/17/2014,,DLA0317,1441,,,,,1B,,,,,,
3/25/2014,EOWN,"OA Wynnewood, OK",Not assigned,#,50000005600,"142,596",20,,0.004,13.2,,NEGATIVE,,,,,0.04,,,13.9,,,PASS,,,144,168,174,187,217,,238,1.5,0.7,,42,,,0.7959,,,,,-63,,3.41,46.2,43.3,,,26,1A,600A  275C,,0,1,,0.4,,,0.581,,,,,,,,,,,,,7,,98,,,,,,0.12,,10.3,,,40.7,,14-75-8,,JP8,3/21/2014,,DLA0321,501,,,,,1B,,,,,,
3/25/2014,EOWN,"OA Wynnewood, OK",Not assigned,#,50000005601,"150,350",20,,0.004,13.2,,NEGATIVE,,,,,0.04,,,13.9,,,PASS,,,144,168,174,187,217,,238,1.5,0.7,,42,,,0.7959,,,,,-63,,3.41,46.2,43.3,,,26,1A,600A  275C,,0,1,,0.4,,,0.581,,,,,,,,,,,,,7,,98,,,,,,0.12,,10.3,,,40.7,,14-75-8,,JP8,3/24/2014,,DLA0324,501,,,,,1B,,,,,,
3/25/2014,EOWN,"OA Wynnewood, OK",Not assigned,#,50000005603,"44,818",20,,0.004,13.2,,NEGATIVE,,,,,0.04,,,13.9,,,PASS,,,144,168,174,187,217,,238,1.5,0.7,,42,,,0.7959,,,,,-63,,3.41,46.2,,,43.3,26,1A,,,0,1,,0.4,,,0.581,,,,,,,,,,,,,7,,98,,,,,,0.12,,10.3,,,40.7,,14-75-8,,JP8,3/24/2014,,DLA0324,501,,,,,1B,,,,,,
3/25/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000033954,"150,350",20,,0.004,13.2,,NEGATIVE,,,,,0.04,,,13.9,,,PASS,,,144,168,174,187,217,,238,1.5,0.7,,42,,,0.7959,,,,,-63,,3.41,46.2,43.3,,,26,1A,600A  275C,,0,1,,0.4,,,0.581,,,,,,,,,,,,,7,,98,,,,,,0.12,,10.3,,,40.7,,14-75-8,,JP8,3/24/2014,,DLA0324,501,,,,,1B,,,,,,
3/25/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000033958,"142,596",20,,0.004,13.2,,NEGATIVE,,,,,0.04,,,13.9,,,PASS,,,144,168,174,187,217,,238,1.5,0.7,,42,,,0.7959,,,,,-63,,3.41,46.2,43.3,,,26,1A,600A  275C,,0,1,,0.4,,,0.581,,,,,,,,,,,,,7,,98,,,,,,0.12,,10.3,,,40.7,,14-75-8,,JP8,3/21/2014,,DLA0321,501,,,,,1B,,,,,,
3/25/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000034304,"44,818",20,,0.004,13.2,,NEGATIVE,,,,,0.04,,,13.9,,,PASS,,,144,168,174,187,217,,238,1.5,0.7,,42,,,0.7959,,,,,-63,,3.41,46.2,,,43.3,26,1A,,,0,1,,0.4,,,0.581,,,,,,,,,,,,,7,,98,,,,,,0.12,,10.3,,,40.7,,14-75-8,,JP8,3/24/2014,,DLA0324,501,,,,,1B,,,,,,
3/26/2014,ECCW,Cheyenne APRT ANG,"HERMES CONSOLIDATED, LLC DBA",Inland East Gulf JP8 JP4 JAA,10000033057,"15,581",27,,0.0066,16.4,0.0005,,,,,,,0.0217,,13.8,,,PASS,,,143,169,177,191,236,,280,1,0.7,42.3,,,,,0.8017,,-51,,,,3.96,42.3,43.3,,,26,1A,,,0.1,<1,,0.2,,,0.88,,,,,,,,,,,,,10,99,,,,,,,,,,,,41,,DLA-1Q-0006,,JP8,3/24/2014,,DLA0326,253,,,,,1,,,,,,
3/26/2014,EM1N,Minot AFB,TESORO REFINING  MARKETING COMPANY,Inland East Gulf JP8 JP4 JAA,10000033208,"99,370",,17,0.007,15.7,0.002,,,,,,,0.01,,,,,PASS,760,,141,171,181,206,253,21.1,284,1,0.1,40,,,,,,44.1,,-49,,,5,,43.3,,,22,1A,,,280,1,,,,,0,,,,,,,,,,,,,5,,82,,,,,,,,,,,44.8,,,,JP8,3/17/2014,,DLA0325,726,2.1,,,,1,,,,,,
3/26/2014,EONP,OA Alaska,Not assigned,#,50000005650,"18,686",30,,0.016,19.8,0.0005,,,,,,0.09,,,13.9,,,,,,139,161,171,198,242,1,265,1,0.9,39,,,,,0.813,42.5,,,-49,,4.3,,43,,,20,1A,600A  275C,,1,1,,1,,,0.2,,,,,,,,,,,,,5,,,99,,,,,0.08,,15.3,,,38,,,ATMOSPHERIC DISTILATION,JP8,3/24/2014,032414E-0342,DLA0325Z,E,2.5,,,,1,,,,305,,
3/26/2014,EONP,OA Alaska,PETRO STAR INC.,Rocky Mountain West JP4/JP8/JAB/JAA,10000034253,"18,686",30,,0.016,19.8,0.0005,,,,,,0.09,,,13.9,,,,,,139,161,171,198,246,1,265,1,0.9,39,,,,,0.813,42.5,,,-49,,4.3,,43,,,20,1A,600A  275C,,14,1,,1,,,0.2,,,,,,,,,,,,,5,,,99,,,,,0.08,,15.3,,,38,,,ATMOSPHERIC DISTILATION,JP8,3/24/2014,032414E-0342,DLA0325Z,E,2.5,,,,1,,,,379,,
3/26/2014,EOWN,"OA Wynnewood, OK",Not assigned,#,50000005700,"22,491",21,,0.005,13.4,,NEGATIVE,,,,,0.04,,,13.9,,,PASS,,,142,164,169,182,211,,233,1.4,0.3,,41,,,0.7932,,,,,-65,,3.19,46.8,43.3,,,26,1A,600A  275C,,0,1,,0.2,,,0.423,,,,,,,,,,,,,6,,91,,,,,,0.119,,10.6,,,39.4,,14-76-8,,JP8,3/24/2014,,DLA0325,1441,,,,,1B,,,,,,
3/26/2014,EOWN,"OA Wynnewood, OK",Not assigned,#,50000005701,"37,441",21,,0.005,13.4,,NEGATIVE,,,,,0.04,,,13.9,,,PASS,,,142,164,169,182,211,,233,1.4,0.3,,41,,,0.7932,,,,,-65,,3.19,46.8,43.3,,,26,1A,,,0,1,,0.2,,,0.423,,,,,,,,,,,,,6,,91,,,,,,0.119,,10.6,,,39.4,,14-76-8,,JP8,3/24/2014,,DLA0325,1441,,,,,1B,,,,,,
3/26/2014,EOWN,"OA Wynnewood, OK",Not assigned,#,50000005702,"142,222",21,,0.005,13.4,,NEGATIVE,,,,,0.04,,,13.9,,,PASS,,,142,164,169,182,211,,233,1.4,0.3,,41,,,0.7932,,,,,-65,,3.19,46.8,43.3,,,26,1A,600A  275C,,0,1,,0.2,,,0.423,,,,,,,,,,,,,6,,91,,,,,,0.119,,10.6,,,39.4,,14-76-8,,JP8,3/24/2014,,DLA0325,1441,,,,,1B,,,,,,
3/26/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000034161,"37,441",21,,0.005,13.4,,NEGATIVE,,,,,0.04,,,13.9,,,PASS,,,142,164,169,182,211,,233,1.4,0.3,,41,,,0.7932,,,,,-65,,3.19,46.8,43.3,,,26,1A,,,0,1,,0.2,,,0.423,,,,,,,,,,,,,6,,91,,,,,,0.119,,10.6,,,39.4,,14-76-8,,JP8,3/24/2014,,DLA0325,1441,,,,,1B,,,,,,
3/26/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000034162,"142,222",21,,0.005,13.4,,NEGATIVE,,,,,0.04,,,13.9,,,PASS,,,142,164,169,182,211,,233,1.4,0.3,,41,,,0.7932,,,,,-65,,3.19,46.8,43.3,,,26,1A,600A  275C,,0,1,,0.2,,,0.423,,,,,,,,,,,,,6,,91,,,,,,0.119,,10.6,,,39.4,,14-76-8,,JP8,3/24/2014,,DLA0325,1441,,,,,1B,,,,,,
3/26/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000034254,"22,491",21,,0.005,13.4,,NEGATIVE,,,,,0.04,,,13.9,,,PASS,,,142,164,169,182,211,,233,1.4,0.3,,41,,,0.7932,,,,,-65,,3.19,46.8,43.3,,,26,1A,600A  275C,,0,1,,0.2,,,0.423,,,,,,,,,,,,,6,,91,,,,,,0.119,,10.6,,,39.4,,14-76-8,,JP8,3/24/2014,,DLA0325,1441,,,,,1B,,,,,,
3/27/2014,EM1N,Minot AFB,TESORO REFINING  MARKETING COMPANY,Inland East Gulf JP8 JP4 JAA,10000033457,"99,188",,17,0.007,15.7,0.002,,,,,,,0.01,,13.9,,,PASS,760,,141,171,181,206,253,21.1,284,1,0.1,40,,,,,,44.1,,-49,,,5,,43.3,,,22,1A,,,280,1,,,,,,,,,,,,,,,,,,5,,82,,,,,,,,,,,44.8,,,,JP8,3/17/2014,,DLA0326Z,726,2.1,,,,1,,,,,,
3/27/2014,EOBA,"OA Bay Area, CA",Not assigned,#,50000005754,"6,302,632.14",30,,0.003,18.5,0,,,,0.0068,,,,,13.7,,,,,,,,,,,,,,,44,46,,,,0.8039,,,,-50,,3.847,,43.2,,,21.7,1B,,,0,1,,1,,,0.1,,,,,,,,,,,,,6,,97,,,,,,,,,,,,44,JET_2013_04708,,JP8,1/7/2014,2635629,,1799,0.6,,,,1,,,,,,
3/27/2014,EOMB,"OA Mobile, AL (OAMB)",Not assigned,#,50000005750,"2,110,845",28,,,,,,,,,,,,,,,,PASS,*,,148.9,175.4,183,204,242,1,266.6,1.2,0.2,45.8,,,,,0.8022,44.9,,-48.8,,,,,,,,,1A,,,,,,0.4,,,0.13,,,,,,,,,,,,,6,,55,,,,,,,,,,,,,347647,,JP8,1/3/2014,,,FMT BARGE 3076,,,,,1B,,,,,,
3/27/2014,EOMB,"OA Mobile, AL (OAMB)",Not assigned,#,50000005751,"2,110,845",28,,,,,,,,,,,,,,,,PASS,*,,148,175.3,183.1,203.9,241.9,1,265.8,1.2,1,47.8,,,,,0.8023,44.9,,-49.2,,,,,,,,,1A,,,,,,0.4,,,0.11,,,,,,,,,,,,,5,,57,,,,,,,,,,,,,347647,,JP8,1/3/2014,,,FMT BARGE 3250,,,,,1B,,,,,,
3/27/2014,EONP,OA Alaska,PETRO STAR INC.,Rocky Mountain West JP4/JP8/JAB/JAA,10000033705,"360,131",30,,0.016,19.8,0.0005,,,,,,0.09,,,13.9,,,,,,139,161,171,198,246,1,265,1,0.9,39,,,,,0.813,42.5,,,-49,,4.3,,43,,,20,1A,600A  275C,,1,1,,1,,,0.2,,,,,,,,,,,,,5,,,99,,,,,0.08,,12.6,,,38,,,ATMOSPHERIC DISTILATION,JP8,3/24/2014,032414E-0342,DLA0326Z,E,2.5,,,,1,,,,368,,
3/27/2014,EOTS,"OA Tuscaloosa, AL",HUNT REFINING COMPANY,Inland East Gulf JP8 JP4 JAA,10000033655,"78,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410,MILDHYDROPROCESSING,JP8,3/17/2014,1,DLA0325,94,,,,,,,,,,,
3/28/2014,ECCW,Cheyenne APRT ANG,"HERMES CONSOLIDATED, LLC DBA",Inland East Gulf JP8 JP4 JAA,10000033460,"23,847",27,,0.0066,16.4,0.0005,,,,,,,0.0217,,13.8,,,PASS,,,143,169,177,191,236,,280,1,0.7,42.3,,,,,0.8017,,-51,,,,3.96,45.1,43.3,,,26,1A,,,0.1,<1,,0.2,,,0.88,,,,,,,,,,,,,10,99,,,,,,,,,,,,41,,DLA-1Q-0006,,JP8,3/24/2014,,DLA0327Z,253,,,,,1,,,,,,
3/28/2014,EOHS,"OA Houston Ship Channel, TX",EQUILON ENTERPRISES LLC DBA SHELL,Inland East Gulf JP8 JP4 JAA,10000034164,"4,409,118",,30,0.003,18.5,0.0014,,,,,,0.11,,,,,14.5,PASS,,,182,191,197,212,238,,255,,,,63,,,,0.806,43.6,,,-48,,5.058,,43.2,,,22,1B,600A  275C,,0,1,,2,,,0.23,,,,,,,,,,,,,5,,93,,19.1,,,,,,18.6,,,46.2,,2698,MILD HYDROGENATION,JP8,3/28/2014,2698,DLA0327Z,G345,1.3,,,,1B,,,,,,
3/28/2014,EOTS,"OA Tuscaloosa, AL",HUNT REFINING COMPANY,Inland East Gulf JP8 JP4 JAA,10000034405,"84,257",30,,0.009,16.5,0.0008,NEGATIVE,,,,,0,,,14,,,PASS,,,172,182,186,198,229,,149,1.2,0.9,54,,,,,0.7898,47.6,,,,-54,3.9,,43.4,,,26,1B,600A  275C,,0,1,,,0.1,,0.16,,,,,,,,,,,,,4,,99,,17.7,,,,,,9.4,,,,49.3,1411,MILD HYDROPROCESSING,JP8,3/24/2014,2,DLA0327Z,95,0.8,,,,1B,,,1,,,
3/28/2014,EOTS,"OA Tuscaloosa, AL",HUNT REFINING COMPANY,Inland East Gulf JP8 JP4 JAA,10000032604,"69,314",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410,MILDHYDROPROCESSING,JP8,3/17/2014,2,DLA0326,95,,,,,,,,,,,
3/28/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000032506,"134,949",21,,0.005,13.4,,NEGATIVE,,,,,0.04,,,13.9,,,PASS,,,142,164,169,182,211,,233,1.4,0.3,,41,,,0.7932,,,,,-65,,3.19,46.8,43.3,,,26,1A,600A  275C,,0,1,,0.2,,,0.423,,,,,,,,,,,,,6,,91,,,,,,0.119,,10.6,,,39.4,,14-76-8,,JP8,3/24/2014,,DLA0326,1441,,,,,1B,,,,,,
3/28/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000034166,"14,996",21,,0.005,13.4,,NEGATIVE,,,,,0.04,,,13.9,,,PASS,,,142,164,169,182,211,,233,1.4,0.3,,41,,,0.7932,,,,,-65,,3.19,46.8,43.3,,,26,1A,600A  275C,,0,1,,0.2,,,0.423,,,,,,,,,,,,,6,,91,,,,,,0.119,,10.6,,,39.4,,14-76-8,,JP8,3/24/2014,,DLA0327,1441,,,,,1B,,,,,,
3/28/2014,EOWN,"OA Wynnewood, OK","WYNNEWOOD ENERGY COMPANY, LLC",Inland East Gulf JP8 JP4 JAA,10000034502,"44,665",21,,0.005,13.4,,NEGATIVE,,,,,0.04,,,13.9,,,PASS,,,142,164,169,182,211,,233,1.4,0.3,,41,,,0.7932,,,,,-65,,3.19,46.8,43.3,,,26,1A,,,0,1,,0.2,,,0.423,,,,,,,,,,,,,6,,91,,,,,,0.119,,10.6,,,39.4,,14-76-8,,JP8,3/24/2014,,DLA0326,1441,,,,,1B,,,,,,
3/31/2014,EOHS,"OA Houston Ship Channel, TX",EQUILON ENTERPRISES LLC DBA SHELL,Inland East Gulf JP8 JP4 JAA,10000033358,"4,199,160",,30,0.003,17.9,0.0015,,,,,,0.12,,,,,14.6,PASS,,,146,174,187,214,253,,273,,,,63,,,,0.805,44,,,-48,,4.927,,43.2,,,23,1B,600A  275C,,0,1,,1,,,0.08,,,,,,,,,,,,,4,,91,,19.4,,,,,,18.9,,,47.8,,2696,MILD HYDROGENATION,JP8,3/24/2014,2696,DLA0319Z,G347,1.3,,,,1B,,,,,,
3/31/2014,EOTS,"OA Tuscaloosa, AL",Not assigned,#,50000005302,"7,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,1411,MILD HYDROPROCESSING,JP8,3/28/2014,1,DLA0328Z,95,,,,,,,,,240,,
3/31/2014,EOTS,"OA Tuscaloosa, AL",HUNT REFINING COMPANY,Inland East Gulf JP8 JP4 JAA,10000032712,"7,492",30,,0.009,16.5,0.0008,,,,,,0,,,14,,,PASS,,,172,182,186,198,229,,249,1.2,0.9,,,,,,0.7898,47.6,,,,-54,3.9,,43.4,,,26,1B,600A  275C,,0,1,,0.1,,,0.16,,,,,,,,,,,,,4,,,99,17.7,,,,,,9.4,,,49.3,,1411,MILD HYDROPROCESSING,JP8,3/24/2014,,DLA0328Z,95,0.8,,,,1B,,,1,,,
3/31/2014,ES1M,AASF ST Paul,TESORO REFINING  MARKETING COMPANY,Inland East Gulf JP8 JP4 JAA,10000034561,"7,760",,18,0.006,14.7,0.002,,,,,,,0.01,,13.9,,,PASS,760,,146,172,182,208,258,,290,1.2,1.2,,,,,,,44.1,,-49,,,5,,43.3,,,22,1A,,,1,1,,,,,1,,,,,,,,,,,,,6,,82,,,,,,,,,,,45.6,,,,JP8,3/15/2014,,DLA0328Z,4,1.9,,,,1,,,,,,
4/1/2014,EOHS,"OA Houston Ship Channel, TX",Not assigned,#,50000005549,"4,409,118",,30,0.003,18.1,0.0014,,,,,,0.12,,,,,14.4,PASS,,,176,188,196,211,237,,254,,,,62,,,,0.806,43.8,,,-48,,4.819,,43.2,,,22,1B,600A  275C,,0,1,,1,,,0.13,,,,,,,,,,,,,5,,87,,21.1,,,,,,19.1,,,46.2,,2699,MILD HYDROGENATION,JP8,3/28/2014,2699,DLA0327Z,G347,1.2,,,,1B,,,,,,
4/1/2014,EOHS,"OA Houston Ship Channel, TX",Not assigned,#,50000005804,"4,199,160",,30,0.003,19.6,0.0015,,,,,,0.13,,,,,14.4,PASS,,,184,193,198,212,237,,254,,,,63,,,,0.806,43.8,,,-48,,4.96,,43.2,,,23,1B,600A  275C,600A  275C,0,1,,1,,,0.05,,,,,,,,,,,,,4,,97,,23.4,,,,,,19.3,,,46.6,,2697,MILD HYDROGENATION,JP8,3/24/2014,2697,DLA0319Z,G319,1.4,,,,,,,,,,
4/1/2014,EOMB,"OA Mobile, AL (OAMB)",EQUILON ENTERPRISES LLC DBA SHELL,Inland East Gulf JP8 JP4 JAA,10000034167,"2,092,227",27,,0.008,17.2,0.0006,NEGATIVE,,,,,0.04,,,13.9,,,PASS,0,,148,174,181,201,240,1,263,1.2,0.4,46,,,,,0.8,,,-50,,,5.2,45.4,43.3,,,23.7,1A,600A  275C,,0,1,,0.6,,,0.1,,,,,,,,,,,,,5,,99,,,,,,,,,,,45,,350901,STRAIGHT,JP8,3/30/2014,390942,DLA0331Z,1201,1.1,,,,1B,,,,,,
4/1/2014,EOTS,"OA Tuscaloosa, AL",Not assigned,#,50000005547,"84,257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,1411,MILD HYDROPROCESSING,JP8,3/27/2014,2,DLA0327Z,95,,,,,,,,,227,,
4/1/2014,EOTS,"OA Tuscaloosa, AL",Not assigned,#,50000005800,"69,314",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,1410,MILDHYDROPROCESSING,JP8,,2,DLA0326,94,,,,,,,,,218,,
4/1/2014,EOTS,"OA Tuscaloosa, AL",Not assigned,#,50000005803,"78,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,1410,MILD HYDROPROCESSING,JP8,3/25/2014,1,DLA0325,94,,,,,,,,,248,,
4/1/2014,EOTS,"OA Tuscaloosa, AL",Not assigned,#,50000005806,"77,821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,1410,MILDHYDROPROCESSING,JP8,,1,DLA0324,94,,,,,,,,,204,,
4/1/2014,EOWN,"OA Wynnewood, OK",Not assigned,#,50000005548,"14,996",21,,0.005,13.4,,NEGATIVE,,,,,0.04,,,13.9,,,PASS,,,142,164,169,182,211,,233,1.4,0.3,,41,,,0.7932,,,,,-65,,3.19,46.8,43.3,,,26,1A,600A  275C,,0,1,,0.2,,,0.423,,,,,,,,,,,,,6,,91,,,,,,0.119,,10.6,,,39.4,,14-76-8,,JP8,3/24/2014,,DLA0327,1441,,,,,1B,,,,,,
